ad_link,title,price,description,mileage,transmission,location,time_posted
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-chevrolet-blazer-ev-eawd-rs/m8633485,2024 Chevrolet Blazer EV eAWD RS,"$67,790","This Chevrolet Blazer EV boasts a Electric engine powering this Automatic transmission. Wireless Phone Charging, Wipers, front intermittent, Rainsense, Wiper, rear intermittent. * This Chevrolet ...",23 km,Automatic,Edmonton,
https://www.kijiji.ca/v-cars-trucks/calgary/2018-tesla-model-3-long-range-awd-499-km-range-epa/m9202647,2018 Tesla Model 3 Long Range AWD 499 km Range (EPA),"$33,975","No additional fees, mandatory packages, and other hidden costs.Acceleration boost, Premium Interior, and Premium Wheels, Autopilot.Can a car be ""insanely amazing""? Well, that's how an owner described ...","102,448 km",Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-jeep-wrangler-sahara-in-bright-white-equipped-with-a-3-6l-v/m9015646,2024 Jeep Wrangler SAHARA IN BRIGHT WHITE EQUIPPED WITH A 3.6L V,"$63,798","24W46526 SAHARA IN BRIGHT WHITE EQUIPPED WITH A 3.6L V6 , 4X4 , 8SPD AUTO , SIDE STEPS , SAFETY GROUP , TECH GROUP , NAV , TRAILER TOW/HD ELECTRICAL GROUP , LED LIGHTS , ALPINE AUDIO , ADV CRUISE , ...",55 km,Automatic,Edmonton,
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-nissan-leaf-sl-342-km-range-navigation-leahter-hea/m9202576,2018 Nissan LEAF SL 342 KM RANGE / NAVIGATION / LEAHTER / HEA...,"$17,488",Scarlet Ember 2018 Nissan Leaf SL! 342 KM Mild Weather Range / Navigation / Leather / Bose Sound System / Power Driver Seat / Heated Seats / Heated Steering Wheel / 360 View Back Up Camera / Fog ...,"85,105 km",Automatic,Toronto,
https://www.kijiji.ca/v-cars-trucks/calgary/2025-bmw-ix/m8633390,2025 BMW IX,"$123,699",Engine: 0L L/100Km City: 0.0 L/100Km Hwy: 0.0,10 km,Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2022-ford-f-150-lightning-lariat/m9202470,2022 Ford F-150 Lightning LARIAT,"$58,998","This Ford F-150 Lightning delivers a Electric engine powering this Automatic transmission. ICED BLUE SILVER METALLIC, ENGINE: DUAL EMOTOR - STANDARD RANGE BATTERY -inc: 98 kWh usable capacity ...","56,484 km",Automatic,Kitchener,
https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/hyundai-ioniq-5-preferred-rwd-long-range-volant-sieges-chauffant/m9202306,HYUNDAI IONIQ 5 PREFERRED RWD LONG RANGE VOLANT SIEGES CHAUFFANT,"$44,999","HYUNDAI IONIQ 5 2024 PREFERRED RWD LONG RANGE NOIR AIR CLIMATISÉ CAMERA DE RECUL GROUPE ELECTRIQUE SIEGES CHAUFFANTS VOLANT CHAUFFANT NAVIGATION +++ Other Equipment Rear Spoiler, LED Headlamps, ...","13,514 km",Automatic,Chambly,
https://www.kijiji.ca/v-cars-trucks/saint-jean-sur-richelieu/lincoln-aviator-hybride-grand-tourisme-ti-2021-a-vendre/m9202022,Lincoln Aviator Hybride Grand tourisme TI 2021 à vendre,"$53,995",DupontFord est une entreprise familiale qui est au service de ses clients depuis 1997à St-Jean-sur-Richelieu.Nous sommes reconnus pour notre solide réputation grâce à une belle équipe qui compte ...,"73,152 km",Automatic,St-Jean-sur-Richelieu,
https://www.kijiji.ca/v-cars-trucks/london/2024-cadillac-lyriq-sport/m9392136,2024 Cadillac LYRIQ Sport,"$88,458","Experience the Future of Luxury with the 2024 Cadillac LYRIQ SportThis new 2024 Cadillac LYRIQ Sport, an intermediate luxury sport utility vehicle, boasts a striking red exterior. Equipped with a ...",11 km,Automatic,London,
https://www.kijiji.ca/v-cars-trucks/gatineau/2025-hyundai-kona-electric-preferred/m9014549,2025 Hyundai Kona Electric Preferred,"$49,348","Check out this versatile 2025 HYUNDAI KONA LECTRIQUE PREFERRED KONA LECTRIQUE PREFERRED. . * Stop By Today * Stop by Hyundai Gatineau located at 1245 Boulevard la Vérendrye O, Gatineau, QC J8T 8P2 ...",9 km,Automatic,Gatineau,
https://www.kijiji.ca/v-cars-trucks/gatineau/2025-hyundai-kona-electric-preferred/m9014547,2025 Hyundai Kona Electric Preferred,"$49,348","Come see this capable 2025 HYUNDAI KONA LECTRIQUE PREFERRED KONA LECTRIQUE PREFERRED. . * Stop By Today * A short visit to Hyundai Gatineau located at 1245 Boulevard la Vérendrye O, Gatineau, QC J8T ...",9 km,Automatic,Gatineau,
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-tesla-model-3-mid-range-battery/m7991604,2018 Tesla Model 3 Mid Range Battery,"$29,888","The 2018 Tesla Model 3 Mid Range Battery is now available. This electric marvel redefines luxury on the road with its sleek black interior and striking gray exterior. It is fully automated, has a ...","54,091 km",Automatic,Scarborough,
https://www.kijiji.ca/v-cars-trucks/calgary/2023-volkswagen-id-4-pro-xpel-carplay-heated-seats-wheel-nav/m9445390,"2023 Volkswagen ID.4 Pro, XPEL, Carplay, Heated Seats/Wheel, Nav","$56,638","2023 Volkswagen ID.4 Pro Gray **NON SMOKER**, **REMAINING FACTORY WARRANTY**, **SERVICED HERE**, **APPLE CAR PLAY**, XPEL Paint Protection, ABS brakes, Automatic temperature control, Electra Wheel ...","24,116 km",Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2023-cadillac-lyriq-rwd-luxury-akg-audio-glass-roof/m9230301,2023 Cadillac LYRIQ RWD Luxury | AKG Audio | Glass Roof,"$59,185","New Price! Gray 2023 Cadillac LYRIQ Luxury RWD 1-Speed Automatic Electric Motor Leather, Low KMS, Adaptive Cruise, Clean Carfax, One Owner, Local trade, Premium wheels, AKG Studio 19-Speaker System, ...","20,000 km",Automatic,Windsor,
https://www.kijiji.ca/v-cars-trucks/st-catharines/2011-nissan-leaf-sv-navi-alloys-pushbutton-start-climate/m9420138,2011 Nissan Leaf SV|NAVI|ALLOYS|PUSHBUTTON START|CLIMATE,"$9,999","*** TEXT DIRECT 289-228-3973 *** CLICK HERE FOR CARFAX REPORT CERTIFICATION: HAVE YOUR NEW PRE-OWNED VEHICLE CERTIFIED AT SHADOW AUTO! WE OFFER A FULL SAFETY INSPECTION EXCEEDING INDUSTRY STANDARDS, ...","15,799 km",Automatic,Welland,
https://www.kijiji.ca/v-cars-trucks/cowichan-valley-duncan/2021-chevrolet-bolt-ev-premier-remote-start-rear-park/m9492408,2021 Chevrolet Bolt EV Premier | Remote Start | Rear Park,"$27,587","This Chevrolet Bolt EV delivers a Electric engine powering this Automatic transmission. Wireless Charging for devices, Wipers, front intermittent, variable with washers, Wiper, rear intermittent with ...","49,715 km",Automatic,Duncan,
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-porsche-taycan-4s-awd-nav-bose-redleather-ambient-panoroof/m9445564,2020 Porsche Taycan 4S AWD|NAV|BOSE|REDLEATHER|AMBIENT|PANOROOF|,"$87,995","**FALL SPECIAL!** FULLY ELECTRIC, FEATURING : PERFORMANCE BATTERY, PREMIUM TURBO AERO WHEELS, RED LEATHER PACKAGE, PREMIUM PACKAGE, AIR IONIZER, LED MATRIX HEADLIGHTS, MULTICOLOUR AMBIENT LIGHTING, ...","58,626 km",,North York,
,,"$54,148",,,,,
https://www.kijiji.ca/v-cars-trucks/burnaby-new-westminster/2024-mitsubishi-outlander-phev-noir-black-alloy-wheels-black/m9201479,"2024 Mitsubishi Outlander PHEV Noir - Black Alloy Wheels, Black","$62,298","We have the largest MITSUBISHI inventory in BC! Open 7 days a week! Trade-ins welcome. First time buyers - welcome! Industry leading warranty: 5 year/100,000km comprehensive, 10 year/160,000km ...",5 km,,Port Coquitlam,
https://www.kijiji.ca/v-cars-trucks/houston-bc/2024-chevrolet-blazer-ev-eawd-lt/m8426786,2024 Chevrolet Blazer EV eAWD LT,Please Contact,"Blazer EV 2LT AWD Engine: Electric Safety Equipment OnStar and Chevrolet connected services capable (Terms and limitations apply. See onstar.ca or dealer for details.) Rear Seat Reminder Door locks, ...",387 km,Automatic,Houston,
https://www.kijiji.ca/v-cars-trucks/gatineau/2024-gmc-hummer-ev-suv-2x/m8426696,2024 GMC HUMMER EV SUV 2X,"$142,088","This GMC HUMMER EV SUV delivers a Electric engine powering this Automatic transmission. WHEELS, 18 X 9 BLACK ALUMINUM with machined accents, WHEEL, SPARE 18 X 9 BLACK ALUMINUM WITH MACHINED ACCENTS, ...",10 km,Automatic,Gatineau,
https://www.kijiji.ca/v-cars-trucks/ottawa/2024-honda-prologue-ex-l-save-thousands/m9391579,2024 Honda Prologue EX-L SAVE THOUSANDS!,"$59,990","The 2024 Honda Prologue EX-L is an all-electric SUV that combines modern design with advanced technology and comfort. As Honda’s first fully electric vehicle, it features a sleek exterior and a ...","5,606 km",Automatic,Ottawa,
https://www.kijiji.ca/v-cars-trucks/richmond-bc/2024-cadillac-lyriq-sport/m8631816,2024 Cadillac LYRIQ Sport,"$93,878",Set out for adventure with our 2024 Cadillac LYRIQ Sport w/1SK that's designed for expressive power and presence in Radiant Red Tintcoat. Motivated by an Electric Motor providing 340hp to a Single ...,4 km,Automatic,Vancouver,
https://www.kijiji.ca/v-cars-trucks/richmond-bc/2024-cadillac-lyriq-tech/m8631814,2024 Cadillac LYRIQ Tech,"$72,888","Bold in Argent Silver Metallic, our 2024 Cadillac LYRIQ Tech takes an electrifying approach to luxury driving! Powered by an Electric Motor providing 340hp to a Single Speed Automatic transmission ...",4 km,Automatic,Vancouver,
https://www.kijiji.ca/v-cars-trucks/richmond-bc/2024-cadillac-lyriq-sport/m8631808,2024 Cadillac LYRIQ Sport,"$88,788",Our bold 2024 Cadillac LYRIQ Sport w/1SK is designed for expressive power and presence in Opulent Blue Metallic. Motivated by an Electric Motor providing 340hp to a Single Speed Automatic ...,508 km,Automatic,Vancouver,
https://www.kijiji.ca/v-cars-trucks/lloydminster-ab/2024-ford-f-150-lightning-flash-312a-bluecruise/m7912952,2024 Ford F-150 Lightning FLASH | 312A | BLUECRUISE,Please Contact,"Welcome to the BRAND NEW 2024 FORD F-150 LIGHTNING FLASH, powered by a DUAL EMOTOR EXTENDED BATTERY ENGINE that's paired with a SINGLE-SPD AUTO TRANSMISSION. Key highlights of this FORD LIGHTNING ...",122 km,Automatic,Lloydminster,
https://www.kijiji.ca/v-cars-trucks/lloydminster-ab/2024-ford-f-150-lightning-flash-312a-bluecruise/m7912937,2024 Ford F-150 Lightning FLASH | 312A | BLUECRUISE,Please Contact,*This vehicle is en route to Boundary Ford and will have photos soon! In the meantime please reach out to our wonderful sales staff for more information* Welcome to the BRAND NEW 2024 FORD F-150 ...,20 km,Automatic,Lloydminster,
https://www.kijiji.ca/v-cars-trucks/lloydminster-ab/2024-ford-f-150-lightning-flash-312a-bluecruise/m7912935,2024 Ford F-150 Lightning FLASH | 312A | BLUECRUISE,Please Contact,"Welcome to the BRAND NEW 2024 FORD F-150 LIGHTNING , powered by a DUAL EMOTOR-XTND BATRY-SNGL that's paired with a SINGLE-SPD AUTO TRANSMISSION. Key highlights of this FORD include: Equipment Group ...",10 km,Automatic,Lloydminster,
https://www.kijiji.ca/v-cars-trucks/lloydminster-ab/2024-ford-f-150-lightning-flash-312a-max-trailer-tow-package/m7912923,2024 Ford F-150 Lightning FLASH | 312A | MAX TRAILER TOW PACKAGE,Please Contact,"Welcome to the BRAND NEW 2024 FORD F-150 LIGHTNING FLASH, powered by a DUAL EMOTOR EXTENDED BATTERY ENGINE that's paired with a SINGLE-SPD AUTO TRANSMISSION. Key highlights of this FORD LIGHTNING ...",15 km,Automatic,Lloydminster,
https://www.kijiji.ca/v-cars-trucks/sherbrooke-qc/2020-nissan-leaf-sv-camera-navi-sieges-chauffants/m9013506,"2020 Nissan LEAF SV caméra , navi , sièges chauffants","$22,995",37183km ! Bas kilométrage ! Jamais accidenté ! Traction avant !air climatisécaméra de recul sonar de recul Bluetooth intégré sièges avant chauffantscontrôles audio au volant régulateur de vitesse ...,"37,183 km",Automatic,Magog,
https://www.kijiji.ca/v-cars-trucks/burnaby-new-westminster/2023-tesla-model-3-lane-departure-warning-system-memory-seat/m9391584,"2023 Tesla Model 3 Lane Departure Warning System, Memory seat...","$39,987",Eagle Ridge Certified Pre-Owned: -> 120+ Point Inspection -> CarProof History -> Available Warranty -> Exchange Privilleges Eagle Ridge Certified Pre-Owned: -> 120+ Point Inspection -> CarProof ...,"23,835 km",Automatic,Coquitlam,
https://www.kijiji.ca/v-cars-trucks/richmond-bc/2024-cadillac-lyriq-sport/m9200524,2024 Cadillac LYRIQ Sport,"$84,783","Refined and powerful, our 2024 Cadillac LYRIQ Sport w/1SJ has a bold presence in Radiant Red Tintcoat. Motivated by an Electric Motor providing 340hp to a Single Speed Automatic transmission for ...",4 km,Automatic,Vancouver,
https://www.kijiji.ca/v-cars-trucks/richmond-bc/2024-cadillac-lyriq-sport/m9200497,2024 Cadillac LYRIQ Sport,"$88,678",Our daring 2024 Cadillac LYRIQ Sport w/1SJ is designed for expressive power and presence in Radiant Red Tintcoat. Motivated by an Electric Motor providing 340hp to a Single Speed Automatic ...,4 km,Automatic,Vancouver,
https://www.kijiji.ca/v-cars-trucks/richmond-bc/2024-chevrolet-blazer-ev-lt/m9200496,2024 Chevrolet Blazer EV LT,"$61,494","Striking in looks and function, our 2024 Chevrolet Blazer EV LT AWD is ready to rewrite the rules for electric adventure in Black! Powered by Dual Electric Motors providing a combined 288hp to a ...",1 km,Automatic,Vancouver,
https://www.kijiji.ca/v-cars-trucks/burnaby-new-westminster/2024-chevrolet-equinox-ev-rs-smartphone-app-front-power-seat/m9013469,"2024 Chevrolet Equinox EV RS Smartphone App, Front Power Seat...","$59,694",Eagle Ridge Certified Pre-Owned: -> 120+ Point Inspection -> CarProof History -> Available Warranty -> Exchange Privilleges Eagle Ridge Certified Pre-Owned: -> 120+ Point Inspection -> CarProof ...,5 km,Automatic,Coquitlam,
https://www.kijiji.ca/v-cars-trucks/richmond-bc/2024-chevrolet-equinox-ev-rs/m9013467,2024 Chevrolet Equinox EV RS,"$57,073",Our 2024 Chevrolet Equinox EV 2RS AWD can bring a new kind of energy to your driving in Summit White! Motivated by Dual Electric Motors delivering a combined 288hp to a Single Speed Automatic ...,4 km,Automatic,Vancouver,
https://www.kijiji.ca/v-cars-trucks/richmond-bc/2024-chevrolet-silverado-ev-work-truck/m9013465,2024 Chevrolet Silverado EV Work Truck,"$77,598",Our 2024 Chevrolet Silverado EV WT delivers electrified capability for the long haul in Summit White! Motivated by 2 Electric Motors generating 510hp to a Single Speed Automatic transmission to ...,4 km,Automatic,Vancouver,
https://www.kijiji.ca/v-cars-trucks/richmond-bc/2024-chevrolet-equinox-ev-lt/m9013462,2024 Chevrolet Equinox EV LT,"$52,368","The smart choice for your lifestyle, our 2024 Chevrolet Equinox EV 2LT keeps on keepin' on in Riptide Blue Metallic! Powered by an Electric Motor generating 213hp for a Single Speed Automatic ...",4 km,Automatic,Vancouver,
https://www.kijiji.ca/v-cars-trucks/richmond-bc/2024-chevrolet-equinox-ev-rs/m9013460,2024 Chevrolet Equinox EV RS,"$57,073",It's time to take a look at our 2024 Chevrolet Equinox EV 2RS that can bring a new kind of energy to your driving in Summit White! Motivated by an Electric Motor delivering 213hp to a Single Speed ...,4 km,Automatic,Vancouver,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-mercedes-benz-eqe-eqe-350-4matic/m8425806,2024 Mercedes-Benz EQE EQE 350 4MATIC,"$111,039",Engine: 0L L/100Km City: 2.7 L/100Km Hwy: 2.9,90 km,Automatic,Dollard-Des Ormeaux,
https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2024-volkswagen-id-4-pro/m8425730,2024 Volkswagen ID.4 Pro,"$58,154","KM APPROXIMATIF, VÉHICULE DÉMONSTRATEUR, PRIX À VOIR EN CONCESSION. CONTACTEZ-NOUS POUR PLUS D'INFORMATIONS. * Le prix de vente à l'achat au comptant inclut: Ensemble Lauzon Optionnel (barrures de ...",10 km,Automatic,Blainville,
https://www.kijiji.ca/v-cars-trucks/levis/2021-toyota-prius-prime-prime-branchable-full-equipe-camera/m7208471,2021 Toyota Prius Prime PRIME - BRANCHABLE - FULL ÉQUIPÉ CAMERA,"$27,495",TOYOTA PRIUS PRIME HYBRIDE 2021 HATCHBACK HYBRID BRANCHABLE ÉDITION PRIME 4 CYLINDRES 1.8 LITRES ** AUTONOMIE ÉLECTRIQUE 40 KILOMÉTRE ** MOYENNE COMBINÉE À 4.3 LITRES / 100 KM ** FULL ÉQUIPÉ MAGS ...,"64,963 km",Automatic,Levis,
https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2023-audi-rs-e-tron-gt/m5835663,2023 Audi RS e-tron GT,"$190,841",QUATTRO Engine: N/D,33 km,Automatic,Laval,
https://www.kijiji.ca/v-cars-trucks/levis/2021-tesla-model-y-long-range-awd-auto-cuir-toit-pano-gps-nav-67/m9200252,2021 Tesla Model Y LONG RANGE AWD AUTO CUIR TOIT PANO GPS NAV 67,"$44,684",TESLA MODEL Y LONG RANGE AWD 2021 MODEL Y ÉDITION LONG RANGE AWD DUAL MOTOR TRACTION INTÉGRALE ** LONG RANGE = AUTONOMIE PRÈS 525 KM ** 1 SEUL PROPRIÉTAIRE ** BAS KILOMÉTRAGE ** JAMAIS ACCIDENTÉ ** ...,"67,232 km",Automatic,Levis,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-mercedes-benz-eqe-eqe-350-4matic/m9200244,2024 Mercedes-Benz EQE EQE 350 4MATIC,"$107,253",Engine: 0L L/100Km City: 2.7 L/100Km Hwy: 2.9,90 km,Automatic,Dollard-Des Ormeaux,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-mercedes-benz-eqe-amg-eqe/m9200245,2024 Mercedes-Benz EQE AMG EQE,"$157,539",Engine: 0L L/100Km City: 3.1 L/100Km Hwy: 3.3,90 km,Automatic,Dollard-Des Ormeaux,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-mercedes-benz-eqe-eqe-350-4matic/m9200243,2024 Mercedes-Benz EQE EQE 350 4MATIC,"$106,239",Engine: 0L L/100Km City: 2.7 L/100Km Hwy: 2.9,90 km,Automatic,Dollard-Des Ormeaux,
https://www.kijiji.ca/v-cars-trucks/markham-york-region/2024-tesla-model-3-lease-transfer/1701764953,2024 Tesla Model 3 Lease Transfer,Please Contact,"Driven about 5,300 km due to work needs but I'm willing to cover my excess mileage during transfer. Lease maturity: June 2028 The lease allows for 64,000 km (excess mileage is $0.15/km) 2024 Tesla ...","4,800 km",Automatic,Markham,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-chevrolet-silverado-ev-4wt/m9200040,2024 Chevrolet Silverado EV 4WT,"$85,127",SILVERADO EV 4WT Engine: 0L L/100Km City: 3.5 L/100Km Hwy: 4.0,0 km,Automatic,Saint-Léonard,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-mercedes-benz-eqe-eqe-350-4matic/m8631342,2024 Mercedes-Benz EQE EQE 350 4MATIC,"$108,705",Engine: 0L L/100Km City: 2.7 L/100Km Hwy: 2.9,90 km,Automatic,Dollard-Des Ormeaux,
https://www.kijiji.ca/v-cars-trucks/barrie/2019-tesla-model-3-standard-range-plus-rwd/1698455714,2019 Tesla Model 3 Standard Range Plus RWD,"$33,995","Very low mileage at only 35246 km. White leather interior, 19"" sport wheels. The car is in excellent condition. The price includes a set of new winter tires on black aluminum rims, an all-weather ...","35,246 km",Automatic,Wasaga Beach,
https://www.kijiji.ca/v-cars-trucks/edmundston/tesla-modele-3-standard-plus-2020/1702396479,Tesla Modèle 3 Standard Plus 2020,"$29,000",Tesla Modèle 3 Standard Plus 2020 RWD,"95,000 km",Automatic,Edmundston,
https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2024-tesla-model-y-basic/m9391006,2024 Tesla Model Y Basic,"$49,991","This Tesla Model Y is a fully electric mid-size SUV with unrivaled safety and copious cargo space. This 2024 Tesla Model Y is fresh on our lot in Oshawa. Navigation, Glass Roof, Lane Departure ...","23,085 km",,Oshawa,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2021-kia-niro-ev-ex-ex/m6621960,2021 Kia Niro EV EX + EX +,"$26,998",DÉCOUVREZ LE NIRO EV EX+ 2021 - ÉLECTRIFIEZ VOTRE CONDUITE AVEC STYLE ET PERFORMANCE PLONGEZ DANS L'AVENIR DE LA CONDUITE AVEC LE NIRO EV EX+ 2021. CE VÉHICULE ÉLECTRIQUE ASSOCIE UNE TECHNOLOGIE DE ...,"60,200 km",Automatic,Roxboro,
https://www.kijiji.ca/v-cars-trucks/london/2023-mitsubishi-outlander-phev-sel-s-awc/m7207727,2023 Mitsubishi Outlander PHEV SEL S-AWC,"$54,647","London Mitsubishi is proud to offer Superior Level of Guest Experience, Satisfaction and Unrivalled Pricing. Over 100 New and Used Vehicles in Stock. We want your trade ins, top value paid. We will ...",10 km,Automatic,London,
https://www.kijiji.ca/v-cars-trucks/london/2023-mitsubishi-outlander-phev-le-s-awc/m7207716,2023 Mitsubishi Outlander PHEV LE S-AWC,"$51,871","At London Mitsubishi, we're dedicated to providing exceptional service and support for all your PHEV needs. Whether you're interested in learning more about the benefits of driving a PHEV or you're ...",10 km,Automatic,London,
https://www.kijiji.ca/v-cars-trucks/london/2023-mitsubishi-outlander-phev-sel-s-awc/m7207691,2023 Mitsubishi Outlander PHEV SEL S-AWC,"$54,647","London Mitsubishi is proud to offer Superior Level of Guest Experience, Satisfaction and Unrivalled Pricing. Over 100 New and Used Vehicles in Stock. We want your trade ins, top value paid. We will ...",10 km,Automatic,London,
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2021-tesla-model-3-standard-plus-nav-autopilot-hifi-panoroof-car/m4168849,2021 Tesla Model 3 STANDARD PLUS|NAV|AUTOPILOT|HIFI|PANOROOF|CAR,"$39,995","**FALL SPECIAL!** STANDARD RANGE PLUS! HIGHLY EQUIPPED, EXTREMELY CLEAN! FEATURING AUTOPILOT! FULL SELF DRIVING COMPUTER! DUAL PHONE WIRELESS CHARGING! AUTOSTEER! (BETA), FINISHED IN GREY ON MATCHING ...","25,842 km",Automatic,North York,
https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2019-audi-e-tron-technik/m8992363,2019 Audi e-tron Technik,"$38,998","This Audi e-tron delivers a Electric engine powering this Automatic transmission. Window Grid Diversity Antenna, Wheels: 20 5-Arm Dynamic Design Alloy -inc: Contrasting black, Wheels w/Machined ...","68,768 km",Automatic,Windsor,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-cadillac-lyriq-sport/m7233176,2024 Cadillac LYRIQ Sport,"$96,897","The 2024 Cadillac LYRIQ Sport is an all-electric luxury SUV that offers advanced technology, impressive performance, and sleek styling. It is the first all-electric vehicle from Cadillac and ...",69 km,,Calgary,
https://www.kijiji.ca/v-cars-trucks/winnipeg/2019-tesla-model-x-long-range-ev-heated-seats-and-steering/m8803487,2019 Tesla Model X Long Range EV | Heated Seats And Steering,"$57,399","The McNaught difference, what is it? Service above and beyond. Your vehicle includes a Professional Detail, and Nitrogen Filled Tires upon delivery! Every vehicle also comes with a Free CarFax Report ...","139,067 km",Automatic,Winnipeg,
https://www.kijiji.ca/v-cars-trucks/edmonton/2025-hyundai-kona-electric-ev-pref-ulti-pkg-adaptive-cruise/m9417781,2025 Hyundai Kona Electric EV PREF ULTI PKG | ADAPTIVE CRUISE,Please Contact,"Cash Pricing Incentive applied. Financing subject to On Approved Credit, please contact dealer for details. Sherwood Park Hyundai, AMVIC Licensed Dealer Engine: Electric Safety Equipment Electronic ...",32 km,Automatic,Sherwood Park,
https://www.kijiji.ca/v-cars-trucks/levis/2023-kia-soul-ev-premium/m8374288,2023 Kia Soul EV Premium,$279,"Kia Soul EV Premium 2023 15 000 km Blanc perle REPRISE DE LOCATION 278,63$/2 semaines Location jusqu'au 4 octobre 2027 64 000 km alloué Pare-pierre sur le capot Pneu d'hiver (1 saison d'usure) et ...","15,000 km",Automatic,Levis,
https://www.kijiji.ca/v-cars-trucks/markham-york-region/2022-tesla-model-3-long-range-with-acceleration-boost/m9390916,2022 Tesla Model 3 Long Range with Acceleration Boost,"$52,000",Selling my originally grey Tesla Model 3 with Acceleration Boost. Below are list of things that will be included: - Acceleration boost ($2700) - OEM rims with winter tires on them (very good treads) ...,"34,000 km",,Vaughan,
,,"$26,942",,,,,
https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2015-nissan-leaf-sl/1702384724,2015 Nissan Leaf SL,"$7,900","Voiture très fiable et très économique. Plus besoin de payer pour le gaz. Vient avec chargeur 110V portatif. Modèle SL tout équipé. Sièges en cuir avant et arrière chauffants, volant chauffant, ...","204,126 km",Automatic,Brossard,
https://www.kijiji.ca/v-cars-trucks/london/2022-mitsubishi-outlander-phev-gt-s-awc/m7207460,2022 Mitsubishi Outlander PHEV GT S-AWC,"$32,950","London Mitsubishi is proud to offer Superior Level of Guest Experience, Satisfaction and Unrivalled Pricing. Over 100 New and Used Vehicles in Stock. We want your trade ins, top value paid. We will ...","111,656 km",Automatic,London,
https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2023-audi-e-tron-technik/m7407618,2023 Audi E-TRON Technik,"$70,777","TECNIK PACKAGE, S-LINE, BLACK OPTIC, NAVIGATION, TOIT PANORAMIQUE, VISION TETE HAUTE, DETECTEUR DE VOIE, CRUISE CONTROL ADAPTATIVE, DETECTEUR DE COLLISION, CAMERA 360 Engine: MOTEUR ÉLECTRIQUE Safety ...","12,426 km",Automatic,Terrebonne,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-jeep-wrangler-rubicon-x-in-tuscadero-pearl-equipped-with-a/m9010687,2024 Jeep Wrangler RUBICON X IN TUSCADERO PEARL EQUIPPED WITH A,"$78,184","24W48294 RUBICON X IN TUSCADERO PEARL EQUIPPED WITH A 3.6L V6 , 4X4 , 8SPD TF AUTO , TRAILER TOW/HD ELECTRICAL , RECON PCKG , 12.3INCH TOUCHSCREEN W/NAV , NAPPA LEATHER , ALPINE AUDIO At Southtown ...",55 km,,Edmonton,
https://www.kijiji.ca/v-cars-trucks/sherbrooke-qc/2018-nissan-leaf-s/m8424416,2018 Nissan Leaf S,"$10,942","Achat, vente, échange, réparation, le tout sous un même toit!! Plus de 125 véhicules d’occasions, dont un vaste choix de véhicules hybrides ou 100% électriques. Achat, vente, bornes, cartes réseau ...","216,345 km",Automatic,Richmond,
https://www.kijiji.ca/v-cars-trucks/edmonton/2023-jeep-wrangler-rubicon-in-bright-white-equipped-with-a-3-6l/m9010634,2023 Jeep Wrangler RUBICON IN BRIGHT WHITE EQUIPPED WITH A 3.6L,"$62,633","L23W48400 RUBICON IN BRIGHT WHITE EQUIPPED WITH A 3.6L V6 W/ETORQUE , 4X4 , 8SPD TF AUTO , LEATHER SEATS , TRAILER TOW/HD ELECTRICAL , HARDTOP , 17INCH RIMS At Southtown Chrysler also known as Go ...","1,211 km",Automatic,Edmonton,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-cadillac-lyriq-sport-2-awd-sunroof-nav-supercruise/m8066144,2024 Cadillac LYRIQ Sport 2 AWD Sunroof Nav SuperCruise,"$79,099",This Cadillac LYRIQ delivers a Electric engine powering this Automatic transmission. Wireless Phone Charging (The system wirelessly charges one compatible mobile device. Some phones have built-in ...,6 km,Automatic,Edmonton,
